Store,Address,Phone,lat,lon
"ALAM, MOHAMMED","312, AVENUE C, BROOKLYN, 11218",9173768012,40.64057233110773,-73.97664740069094
"M.S.I. CONTRACTING, INC.","475, MCDONALD AVE, BROOKLYN, 11218",7189614666,40.64238715132448,-73.97934926919785
BEST WIRELESS PROSPECT PARK INC,"209, PROSPECT PARK W, BROOKLYN, 11215",2122222292,40.660637354329154,-73.98016900965382
"CHOWDHURY, ZASHIM U","387, OCEAN PKWY, BROOKLYN, 11218",7182495290,40.6395285990376,-73.97336526544582
"HASAN, MOHAMMAD","64, LOUISA ST, BROOKLYN, 11218",9173465943,40.64312040108853,-73.98166241079909
SLK AUTO SERVICE INC.,"3602, 12TH AVE, BROOKLYN, 11218",7184360855,40.64349714532365,-73.98683678692467
PROJECT PLANT LLC,"159, COLUMBIA ST, BROOKLYN, 11231",3474523215,40.68657442924261,-74.00194348625466
ATTARI CONSTRUCTION INC.,"420, DITMAS AVE, BROOKLYN, 11218",718 775-0148,40.63590030577113,-73.97476106994812
"BEACON'S CLOSET JR., INC.","92, 5TH AVE, BROOKLYN, 11217",718-230-1630,40.68014133182537,-73.97794950755434
"WARREN, DOYLE J","480, 11TH ST, BROOKLYN, 11215",7187880927,40.665957210597895,-73.98314844169919
MBS LTD.,"409, HOYT ST, BROOKLYN, 11231",7186241000,40.6774918343541,-73.99395041596046
DESIGN BUILD BROOKLYN LLC,"3411, FORT HAMILTON PKWY, BROOKLYN, 11218",917-721-6895,40.64610164114944,-73.98440028090803
DELUXE CONSTRUCTION OF NY CORP,"329, E 2ND ST, BROOKLYN, 11218",7184357711,40.64360291291585,-73.97837957729274
"KAMAL, MAIN U","400, OCEAN PKWY, BROOKLYN, 11218",7189410711,40.63926783852173,-73.97334014733921
"ISLAM, MOHAMMED K","3321, 12TH AVE, BROOKLYN, 11218",7184373130,40.645445258813695,-73.98182032599823
THINK CONSTRUCTION LLC,"282, DEGRAW ST, BROOKLYN, 11231",6462053223,40.6839393948543,-73.99597977449838
"UNION MAX, LLC","110, UNION ST, BROOKLYN, 11231",7182221785,40.684323698856176,-74.00280876566262
"SAS CONTRACTING CO, INC","622, OCEAN PKWY, BROOKLYN, 11218",3472216549,40.63324275982849,-73.97219684973182
BUILD FOR LIFE CORP.,"323, DAHILL RD, BROOKLYN, 11218",9178063418,40.63954364545951,-73.97986900777526
CADME BROTHERS INC.,"140, 5TH AVE, BROOKLYN, 11217",7183983141,40.67862091972624,-73.97897751962334
"ISLAM, SHAHIDUL","514, OCEAN PKWY, BROOKLYN, 11218",7184355227,40.63553476198224,-73.97263185396464
"H&M RENOVATIONS AND MORE, INC.","25, PLAZA ST W, BROOKLYN, 11217",7189090818,40.674244135063184,-73.97148037565562
MAISHA CONTRACTING CORP,"224, DAHILL RD, BROOKLYN, 11218",646 314-5140,40.641783468545974,-73.98031874523117
ACO-DEL GROUP COMPANY INC,"145, PROSPECT AVE, BROOKLYN, 11215",7187687400,40.666210803887886,-73.99392260210456
"GREEN LAKE CONSTRUCTION & HOME IMPROVEMENT, INC.","493, MCDONALD AVE, BROOKLYN, 11218",7184840490,40.642085213935715,-73.97928810617084
"SOHEL, AHAMMED","1571, 42ND ST, BROOKLYN, 11219",7187812003,40.63542684884812,-73.98219416038434
S J CONTRACTING USA INC,"118, CORTELYOU RD, BROOKLYN, 11218",832-745-0878,40.63796233348157,-73.97814360027422
"IBRAHIM, MOHAMMED","564, E 3RD ST, BROOKLYN, 11218",7189379000,40.63858507743126,-73.97650757396379
A & W CERTIFIED COOLING SYSTEMS INC.,"560, 19TH ST, BROOKLYN, 11218",7189650100,40.65531801021978,-73.9804048532589
"KARIM, FAZLUL","140, OCEAN PKWY, BROOKLYN, 11218",7184387950,40.64678070048753,-73.9750560509525
13 AVE HAPPY CLEANERS INC.,"55, 4TH ST, BROOKLYN, 11231",9178380111,40.677401286378654,-73.99454168188382
YESTERDAY'S NEWS INC.,"428, COURT ST, BROOKLYN, 11231",7182371838,40.67938036720337,-73.99735007736365
"POPE, JONATHAN R","402, OCEAN PKWY, BROOKLYN, 11218",9177690210,40.63922391943825,-73.97332935538363
THOMAS LUDWIG,"200, 6TH ST, BROOKLYN, 11215",9739087410,40.673550071659,-73.99010782030275
M.I. RENOVATIONS LLC,"82, 2ND PL, BROOKLYN, 11231",3478850890,40.679761907926576,-73.9982514015897
"GARTH, SYLVESTER","146, E 8TH ST, BROOKLYN, 11218",7186187992,40.64663182685399,-73.97219847758737
UNION OPERATING LLC,"544, UNION AVE, BROOKLYN, 11215",212-575-5335,40.67860828085456,-73.98613403468238
EDR CONSTRUCTION & MANAGEMENT INC,"719, 8TH AVE, BROOKLYN, 11215",7165077488,40.66679081878417,-73.9783432239589
IMPARK 500 LLC,"500, 4TH AVE, BROOKLYN, 11215",2129378660,40.668356979547454,-73.99039696977455
"SARIK AUTO BODY, INC.","1305, 36TH ST, BROOKLYN, 11218",718-437-3294,40.64212993236053,-73.9843615728774
FINAL TOUCH NYC CORP.,"42, 2ND AVE, BROOKLYN, 11215",9173659793,40.673967441932284,-73.99225275977182
BOROUGH CONSTRUCTION LLC,"589, 3RD AVE, BROOKLYN, 11215",7188323219,40.66733893441264,-73.99445599285202
"NASER, SHAH","525, MCDONALD AVE, BROOKLYN, 11218",7184310338,40.64154447170535,-73.97918017523615
"ROCKY ENTERPRISES, INC","485, MCDONALD AVE, BROOKLYN, 11218",718-633-6699,40.64221971360015,-73.97931689105506
NEW DEAL HOME IMPROVEMENT COMPANY INC.,"141, E 8TH ST, BROOKLYN, 11218",929-325-5990,40.64670045254381,-73.97222367399091
"DWELL BROOKLYN, INC.","335, 7TH AVE, BROOKLYN, 11215",917-922-2490,40.666656917239706,-73.98176047495717
"BRO, KURT","240, WINDSOR PL, BROOKLYN, 11215",9179034242,40.65787000904381,-73.9769152627276
"PHALOVY, JAMAL","1132, 38TH ST, BROOKLYN, 11218",7188544200,40.64321192239983,-73.98907814721115
UPRITE CONSTRUCTION INC.,"482, 16TH ST, BROOKLYN, 11215",7184993581,40.659558385658336,-73.97865914307278
GRD CONSTRUCTION INC,"473, 13TH ST, BROOKLYN, 11215",7187685828,40.66287161383792,-73.98022241209462
ABBASI GENERAL CONSTRUCTION CORP.,"430, CONEY ISLAND AVE, BROOKLYN, 11218",7184374600,40.64732324953803,-73.97113152244336
INNOVATION CONSTRUCTION NY INC,"2902, BEVERLEY ROAD, BROOKLYN, 11226",7186667679,40.639469612352414,-73.98030861814787
LIMON CONSTRUCTION CORP,"386, OCEAN PKWY, BROOKLYN, 11218",7182078290,40.63956703354775,-73.97339767877845
"LASTARZA, GERALD RICHARD","800, GREENWOOD AVE, BROOKLYN, 11218",9175095852,40.652195878372225,-73.97379988023965
"CHOWDHURY, KAMRUL H","3326, 12TH AVE, BROOKLYN, 11218",9175439623,40.64542057279404,-73.981928437784
"CYBERCARE ENTERPRISES, INC.","100, 4TH PL, BROOKLYN, 11231",,40.677955849357296,-73.99842089615998
"AZZURRO CONSTRUCTION SERVICES , INC","371, COURT ST, BROOKLYN, 11231",3476894851,40.68073626754912,-73.99667220636219
CCP CONSTRUCTION LLC,"237, UNION ST, BROOKLYN, 11231",9178806464,40.68315719602182,-73.99855778355374
PRESERV BUILDING RESTORATION MANAGEMENT INCORPORATED,"96, 14TH ST, BROOKLYN, 11215",7187683600,40.66895835976957,-73.99460004918882
ROOM FOR CHANGE INC.,"185, 12TH ST, BROOKLYN, 11215",917-806-3498,40.66918324631117,-73.99152875353526
KINGS 7TH AVENUE PHARMACY INC,"300, 7TH AVE, BROOKLYN, 11215",,40.66787543754385,-73.98077244980124
"FARUQ, OMAR","408, AVENUE C, BROOKLYN, 11218",7184370236,40.640673702475375,-73.97575015703516
BROOKLYN BURGER & BEERS CORP,"259, 5TH AVE, BROOKLYN, 11215",7189308679,40.67450699047485,-73.98184124478733
BANGLADESH NATIONAL CONSTRUCTION (BNC) CORPORATION,"516, MCDONALD AVE, BROOKLYN, 11218",7184361200,40.64175857668933,-73.9792449679081
"A.J. IRON WORK INNOVATIONS, CORP.","466, CARROLL ST, BROOKLYN, 11215",7182372642,40.67735402551219,-73.98704641799726
I FIX SCREENS PARK SLOPE LLC,"129, 5TH AVE, BROOKLYN, 11217",9178212647,40.67870050364069,-73.97889817793015
"FLEET AUTO ENTERPRISE, INC","169, 2ND AVE, BROOKLYN, 11215",7187681818,40.66997945770909,-73.9955588509702
D J JEWELRY INC,"305, CHURCH AVE, BROOKLYN, 11218",718-972-6907,40.64370975191432,-73.97730212319392
"KASHEM CONTRACTING, INC.","3511, 14TH AVE, BROOKLYN, 11218",7189721580,40.64140768882109,-73.98187547531137
"RIDGE COMPLETE AUTO, INC.","264, 3RD AVE, BROOKLYN, 11215",7188321413,40.67798790679776,-73.98568350595767
N.P. CLASSIC CONSTRUCTION CORP.,"110, CATON AVE, BROOKLYN, 11218",7186331182,40.64731964918592,-73.98002882380784
EASTERN ELEVATIONS LLC,"496, 7TH ST, BROOKLYN, 11215",6106598551,40.66758427466098,-73.97951809834242
SHAHIDUL I. CHOWHURY,"3617, 15TH AVE, BROOKLYN, 11218",7186694895,40.63949431110496,-73.98028338858558
VIVA MEXICO TIRE SHOP CORP,"543, COURT ST, BROOKLYN, 11231",718-246-7349,40.67437392919025,-73.99973683016154
HANDYMAN NEIGHBOR LLC,"344A, 13TH ST, BROOKLYN, 11215",9175870027,40.66528777435934,-73.98525728735133
"LONG LIFE TRUCK & AUTO SPRING CO., INC.","3904, FORT HAMILTON PKWY, BROOKLYN, 11218",7184380232,40.6430857993033,-73.99063122284522
DECORATIVE DESIGN CONSTRUCTION CORP,"465, OCEAN PKWY, BROOKLYN, 11218",2123808963,40.63720640715453,-73.97292661917739
S. SAHAB CONTRACTOR CORP.,"1251, 36TH ST, BROOKLYN, 11218",7184361574,40.64282725563763,-73.98548926172452
"UHRIK, STEVEN L","87, LUQUER ST, BROOKLYN, 11231",7182372532,40.67791468254517,-74.00117891926237
"PROSPECT TIRE, CORP.","129, PROSPECT AVE, BROOKLYN, 11215",7184994444,40.666424915027534,-73.99428304626245
"DOME INTERNATIONAL, INC.","24, 15TH ST, BROOKLYN, 11215",7188545500,40.668598835977114,-73.99558417617733
COURT CYCLES LLC,"514, COURT ST, BROOKLYN, 11231",7187970326,40.6762239020832,-73.99886437262117
RISSAT CONSTRUCTION CORP,"319, DITMAS AVE, BROOKLYN, 11218",7182341316,40.63581542069672,-73.97570508369928
LULA'S RENOVATING CORP,"44, PROSPECT PARK W, BROOKLYN, 11215",9178258671,40.66962496537074,-73.97266833319023
MIKE'S COOLING & REFRIGERATION CORP.,"4206, 14TH AVE, BROOKLYN, 11219",718-972-7905,40.637513408350365,-73.98595881697845
PARAGON CONSTRUCTION & RESTORATION LLC,"14, TEHAMA ST, BROOKLYN, 11218",6465064041,40.64472609438892,-73.9816259348619
CANNON CONSTRUCTION COMPANY CORPORATION,"288, HAMILTON AVE, BROOKLYN, 11231",347-651-1005,40.67642975613585,-74.0014889382703
MAWLA DECORATING & PAINTING INC,"510, OCEAN PKWY, BROOKLYN, 11218",9176625488,40.6356033850904,-73.97264623770907
"NEW AGE INSTALLATIONS, LLC","540, PRESIDENT ST, BROOKLYN, 11215",3477466401,40.67735377345192,-73.98497341228739
NYC MAPLE GROUP INC,"640, DITMAS AVE, BROOKLYN, 11218",347 720-6107,40.63620982253067,-73.97197943325529
FERRUM INC.,"97, 3RD PL, BROOKLYN, 11231",9177339749,40.678773784867616,-73.9979702137765
"SAVE RITE MEDICAL.COM, LLC.","168, 10TH ST, BROOKLYN, 11215",8669231544,40.67136541648823,-73.99258471315237
THE ARTIST GARDEN LLC,"42, STRONG PL, BROOKLYN, 11231",6466447156,40.68536946980723,-73.99778612430926
"SAMBA TRANSMISSION AND AUTO REPAIR, INC.","424, 3RD AVE, BROOKLYN, 11215",7187979578,40.67280622060797,-73.9899132616258
N.B.A CONSTRUCTION INC.,"283, E 3RD ST, BROOKLYN, 11218",7186332905,40.64486263408801,-73.97767288861294
"U. SANTINI, INC.","239, 15TH ST, BROOKLYN, 11215",7187686778,40.66507677427165,-73.98828156304987
MUM CONTRACTING CORP,"490, MCDONALD AVE, BROOKLYN, 11218",6462904306,40.64220873769835,-73.97933491110004
"ROOFMASTER NYC, INC.","582, 19TH ST, BROOKLYN, 11218",212-599-5111,40.65495010542476,-73.97980309052504
"OCULAR, INC.","98, 4TH ST, BROOKLYN, 11231",917 719 1088,40.67662442975466,-73.9929662783344
"MOHAMED, SIDDIQUE","3541, 12TH AVE, BROOKLYN, 11218",7184369196,40.64405965401527,-73.98540971828409
MOTHER DAUGHTER CONTRACTING INC,"109, CHESTER AVE, BROOKLYN, 11218",7188440662,40.642824213537004,-73.98329841844041
"TOP NOTCH AUTO REPAIR, INC.","204, 9TH ST, BROOKLYN, 11215",7187686649,40.67114567165145,-73.9903857535823
SLOPE CAR PARK INC.,"429, 12TH ST, BROOKLYN, 11215",2122216111,40.664625834272925,-73.98209625251555
J N N ENTERPRISES INC,"535, 11TH ST, BROOKLYN, 11215",7187881180,40.66507859416702,-73.9812887086592
PARK SLOPE JEWELERS LLC,"117, 7TH AVE, BROOKLYN, 11215",7182305524,40.673509586640684,-73.97609511500387
FIGURE GROUND INC,"69, REEVE PL, BROOKLYN, 11218",,40.65353812983485,-73.97403360924562
"HASSAN, MAHMUDUL","455, E 4TH ST, BROOKLYN, 11218",,40.64126389404945,-73.97604901458669
"SHIHAB UDDIN, JEWEL","3710, 12TH AVE, BROOKLYN, 11218",7184147733,40.64295649274719,-73.98746387976658
"ASGHAR, ALI","1124, 43RD ST, BROOKLYN, 11219",7188717097,40.64075012738831,-73.99255208287704
"ZION'S AUTO GLASS & ALARM, INC.","1245, 39TH ST, BROOKLYN, 11218",7184356634,40.64134255900437,-73.98746418297995
"MOSTAPHA, MOHAMMED G","420, BEVERLEY RD, BROOKLYN, 11218",7189406669,40.64307272248152,-73.97612043281248
ACME STAR AUTO CORP.,"9, DITMAS AVE, BROOKLYN, 11218",7188533019,40.63547020635447,-73.97889023019408
MOHAMMAD AZIZ ULLAH,"564, E 2ND ST, BROOKLYN, 11218",9179164439,40.63727046467121,-73.9772034277213
"AZAD, ABUL K.","641, E 4TH ST, BROOKLYN, 11218",7189724882,40.636630507749054,-73.97516793587005
G & V AUTO CLINIC INC.,"1371, 36TH ST, BROOKLYN, 11218",718-633-5863,40.64127883902975,-73.98288803151657
"SUPERIOR BUREAU OF INVESTIGATION, INC.","126, 10TH ST, BROOKLYN, 11215",2123544725,40.6717250271938,-73.993320077486
"HAIDER, MOHAMMED","1275, 38TH ST, BROOKLYN, 11218",9175398168,40.64161966282657,-73.98641196828812
"SOUDATT, PIERRE","346, CONEY ISLAND AVE, BROOKLYN, 11218",3472320976,40.64946708005513,-73.97175403850363
"HOSSAIN, MOHAMMAD MAINUL","140, OCEAN PKWY, BROOKLYN, 11218",6464965025,40.64678070048753,-73.9750560509525
"ISLAM, MOHAMMED S","40, TEHAMA ST, BROOKLYN, 11218",7184318372,40.64451757529861,-73.9821629068129
IMPARK 302 LLC,"306, 2ND ST, BROOKLYN, 11215",212-937-8660,40.67426859775085,-73.98460278615494
CITI REHAB CORP,"58, 1ST PL, BROOKLYN, 11231",917-771-0459,40.68071434563877,-73.99834872266001
CAPTAIN RENOVATION & CONTRACTING INC.,"1260, 36TH ST, BROOKLYN, 11218",7189724646,40.64270097448915,-73.98532353485261
"MORAN, JAIME","4105, NEW UTRECHT AVE, BROOKLYN, 11219",3477310352,40.64318484957345,-73.99425260702822
"N.Y.C. ROCK, INC.","388, 14TH ST, BROOKLYN, 11215",7187881030,40.66359675413003,-73.98351309089486
CONTRACTORS PLUS INC,"89, SACKETT ST, BROOKLYN, 11231",3476173939,40.685402363321856,-74.00386887587702
"AHARONI, YIFAT","433, 7TH AVE, BROOKLYN, 11215",718-499-5731,40.6635255101296,-73.98437457923193
DWC CONSTRUCTION LLC,"524, 16TH ST, BROOKLYN, 11215",3475120983,40.65877306553391,-73.97703388959427
SNOWDAY LLC,"477, 5TH AVE, BROOKLYN, 11215",3475643364,40.66788184010606,-73.98736547251437
"HEIGHTS CARPENTER & PAINT SHOP, INC.","51, 9TH ST, BROOKLYN, 11215",718-875-7497,40.67361353609293,-73.99543243309698
LYNFORD REALTY CORP.,"82, CHURCH AVE, BROOKLYN, 11218",347-288-1627,40.64251903004074,-73.98008070748128
SOLEX CONSTRUCTION INCORPORATED,"279, PROSPECT AVE, BROOKLYN, 11215",9179395505,40.66338608716513,-73.9892694855205
"UDDIN, MOHAMMED NIZAM","121, AVENUE C, BROOKLYN, 11218",7188256329,40.640377828654046,-73.9785860063425
"ISLAM, NAZRUL","1251, 36TH ST, BROOKLYN, 11218",7189029172,40.64282725563763,-73.98548926172452
CONSTRUCTION PARTNERS CORP,"420, 8TH AVE, BROOKLYN, 11215",6462868833,40.668596593722334,-73.97686108368774
THE JEWELERS AND TIMEPIECES INC.,"307, 7TH AVE, BROOKLYN, 11215",718-788-3131,40.6675845271067,-73.98098881562571
IMPARK 302 LLC,"302, 2ND ST, BROOKLYN, 11215",212-937-8660,40.67431527191208,-73.98470011208498
ATEC INC,"490, MCDONALD AVE, BROOKLYN, 11218",7186669455,40.64220873769835,-73.97933491110004
"TRANSCEND HOLDINGS, INC.","137, VANDERBILT ST, BROOKLYN, 11218",7188511140,40.652092799025056,-73.97986882503936
ADS ASSOCIATES INC.,"122, DITMAS AVE, BROOKLYN, 11218",7184384753,40.635582512608686,-73.97767239054555
DEARY CONSTRUCTION LLC,"287, NEVINS ST, BROOKLYN, 11217",9176848633,40.67959650601849,-73.98704958776494
H & A JEWELRY BUYERS INC,"526, 5TH AVE, BROOKLYN, 11215",718-768-9666,40.66644370481305,-73.98859132174348
SIGNATURE AUTO BODY INC,"110, 5TH ST, BROOKLYN, 11215",718-331-5100,40.675466090753865,-73.99227782156062
"MAMUN, MOHAMMED","533, E 2ND ST, BROOKLYN, 11218",7184965634,40.63849742618578,-73.97741559312212
MOZIBUR RAHMAN,"558, E 2ND ST, BROOKLYN, 11218",347-768-9938,40.637377514921454,-73.97722140648932
"HOSSAIN, HOWLADER","97, CHURCH AVE, BROOKLYN, 11218",9173187602,40.64271383662053,-73.97966266005015
"LULA ENTERPRISES, LLC","2826, FORT HAMILTON PKWY, BROOKLYN, 11218",7184380488,40.64905102177264,-73.97690029559982
"VALENTINE CONSTRUCTION MANAGEMENT, LLC","61, 3RD PL, BROOKLYN, 11231",3479472272,40.67904278563231,-73.99893282567388
NAZIM UDDIN,"4117, 15TH AVE, BROOKLYN, 11219",7188515348,40.63669234643895,-73.98319546523705
PROTECT CONTRACTING INC.,"225, E 2ND ST, BROOKLYN, 11218",718-232-2210,40.64611722452763,-73.97885803333486
"MORAN, DANIEL","482, 4TH AVE, BROOKLYN, 11215",718-965-4831,40.6690019557201,-73.98985616052131
KUREK BOGUMIL,"251, BALTIC ST, BROOKLYN, 11201",7185781832,40.68631082389876,-73.99466354677627
DE-KO INC.,"1114, 36TH ST, BROOKLYN, 11218",718-854-3480,40.644309723667284,-73.98795009018457
EXCEL BUILDERS & RENOVATORS INC.,"65, WOODHULL ST, BROOKLYN, 11231",7186245300,40.681139775782206,-74.00222455156886
"REYES, GUSTAVO O","3812, FORT HAMILTON PKWY, BROOKLYN, 11218",7186861291,40.64353863163213,-73.98995372000707
"DIDARUL, ALAM","400, MCDONALD AVE, BROOKLYN, 11218",7187096937,40.64427563190667,-73.97973425282082
AA'S TOWING & COLLISION INC.,"79, 14TH ST, BROOKLYN, 11215",9293599417,40.669202665947815,-73.9950686516911
IMPARK 353 LLC,"353, 4TH AVE, BROOKLYN, 11215",2129378660,40.67303093970253,-73.98647766862432
A J LOPEZ TIRE SHOP CORPORATION,"852, MCDONALD AVE, BROOKLYN, 11218",7186861332,40.63358156742153,-73.97769828004694
"HOQUE,KAZI M","685, E 4TH ST, BROOKLYN, 11218",7184351739,40.63516473041581,-73.9748874513371
CS CLEAR STONE CONSTRUCTION LLC,"209, LINCOLN PL, BROOKLYN, 11217",9176537828,40.67525191350229,-73.97334018348373
SYMOM CONSTRUCTION LLC,"3511, 14TH AVE, BROOKLYN, 11218",7186866965,40.64140768882109,-73.98187547531137
"SINGH, BALDEV","1575, 40TH ST, BROOKLYN, 11218",7188545320,40.636510842935294,-73.98096524102945
NATIVE BUILDERS  GROUP INC,"502, COURT ST, BROOKLYN, 11231",3476051313,40.67670149036032,-73.99863723738646
XPERT CONSTRUCTION INC,"234, DAHILL RD, BROOKLYN, 11218",6315520334,40.64160505132407,-73.98028276489649
RAD CONSTRUCTION & DESIGN LLC,"252, 12TH ST, BROOKLYN, 11215",5167651777,40.667901212642406,-73.98890828749396
ON SITE MAINTENANCE CORP.,"4712, 3RD AVE, BROOKLYN, 11220",7182223667,40.67837187787633,-73.98346617481923
REFORM BUILDERS LLC,"98, 4TH ST, BROOKLYN, 11231",212-203-9893,40.67662442975466,-73.9929662783344
DL CONSTRUCTION NY CORP,"91, CHESTER AVE, BROOKLYN, 11218",347 622-8884,40.64331832250133,-73.9836298064991
MOHAMMED RAHMAN,"116, AVENUE C, BROOKLYN, 11218",9178546440,40.640358619847866,-73.97861123510752
GLORIOUS CONSTRUCTION CORP.,"392, E 3RD ST, BROOKLYN, 11218",3478455234,40.642054618742684,-73.97716215672193
CRESETTI DRUG CORP.,"454, 5TH AVE, BROOKLYN, 11215",718-768-0938,40.66885065824624,-73.98658665915293
MADISON ROSE MATERNITY LLC,"302, COURT ST, BROOKLYN, 11231",7188584851,40.68389544730128,-73.99516852141464
ASIF CONTRACTING CORP.,"262, DAHILL RD, BROOKLYN, 11218",7186866554,40.64110273948032,-73.98018922833552
MARCELO GRASSI & ALEJANDRO PERALTA,"151, DAHILL RD, BROOKLYN, 11218",3479258241,40.643702130771736,-73.98065689976104
"MINHAS GENERAL CONTRACTOR COMPANY, LLC","1037, 39TH ST, BROOKLYN, 11219",7188715799,40.64403284743489,-73.99191390987603
ELITE CONSTRUCTION USA INC.,"3541, 12TH AVE, BROOKLYN, 11218",3474810254,40.64405965401527,-73.98540971828409
CARY P O'BRIEN DESIGN LLC,"118, UNION ST, BROOKLYN, 11231",6462658902,40.684268808090735,-74.0026104552834
"PROTHOTIC LABORATORY, INC.","71, CARROLL ST, BROOKLYN, 11231",5167534444,40.68291836643369,-74.00316204823415
"DAVID OUTHWAITE, INC.","723, GREENWOOD AVE, BROOKLYN, 11218",646-281-2992,40.65189413578465,-73.97461807307755
"LOPEZ-QUILES, INEZ","207, PROSPECT AVE, BROOKLYN, 11215",3475380637,40.66484650711855,-73.9916554635958
MD UDDIN,"388, E 2ND ST, BROOKLYN, 11218",3474354702,40.641807763439814,-73.97806306794158
"MUTUAL ORTHOPEDICS CO., INC.","704, 8TH AVE, BROOKLYN, 11215",718-499-4535,40.66685943210892,-73.97831075973905
"ELEVATION REAL ASSETS, LLC","356, 2ND ST, BROOKLYN, 11215",,40.67368104634336,-73.98338442203463
"M-B WORKSHOP, LLC","232, 3RD ST, BROOKLYN, 11215",347-987-4317,40.67490849998883,-73.9876705744563
THE DEMAR GENERAL CONSTRUCTION LTD.,"1114, 36TH ST, BROOKLYN, 11218",7184364648,40.644309723667284,-73.98795009018457
"KAMAL PASHA, MOSTAFA","1234, 36TH ST, BROOKLYN, 11218",9179128636,40.64296727256563,-73.98575227724626
"NURUZZAMAN, MOHAMMED","404, AVENUE C, BROOKLYN, 11218",7184328971,40.6406709637649,-73.97577898399484
"PLAZA CAR PARK, LLC","2, PLAZA ST, BROOKLYN, 11238",212-221-6111,40.67536660078678,-73.97089226107566
SIMPLY DIVINE RENOVATION LLC,"128, CARROLL, BROOKLYN, 11201",3475991280,40.68711230490617,-73.99483655887286
"LAFORTUNE, DIMITRI","488, 7TH ST, BROOKLYN, 11215",7189396507,40.66767488552906,-73.97970551514196
"RAHMAN, MOHAMMED M","410, OCEAN PKWY, BROOKLYN, 11218",7184382029,40.639053735174826,-73.97329699497942
"THE PHYSICAL EDUCATORS, INC.","482, COURT ST, BROOKLYN, 11231",9178166027,40.677437085114335,-73.99828390963245
HAMILTON AUTO INC.,"353, HAMILTON AVE, BROOKLYN, 11231",7188021054,40.67378654749428,-73.99984137848067
"CIP CONSULTING, INC.","146, DEGRAW ST, BROOKLYN, 11231",6462947042,40.685438102570856,-74.00134130717355
"LUMBER LIQUIDATORS, INC","60, 12TH ST, BROOKLYN, 11215",8006511635,40.671033446457045,-73.99542179513062
RASHEL CONSTRUCTION CORP.,"524, MCDONALD AVE, BROOKLYN, 11218",7189720660,40.64161858742922,-73.9792161850777
ABDUL BASHER,"533, E 2ND ST, BROOKLYN, 11218",9176273307,40.63849742618578,-73.97741559312212
"JEWEL, NURAN N","507, CORTELYOU RD, BROOKLYN, 11218",3476988086,40.63840346115182,-73.9743529702767
NO RELATION VINTAGE STORE CORP.,"654, SACKETT ST, BROOKLYN, 11217",7184971331,40.67833343649417,-73.98336523649887
HUDSON CONTRACTING OF NYC CORP,"604, E 7TH ST, BROOKLYN, 11218",7182106144,40.63710725629527,-73.97152507172022
ROY LEONE DESIGN STUDIO LLC,"540, PRESIDENT ST, BROOKLYN, 11215",7182439088,40.67735377345192,-73.98497341228739
AM TIRE SHOP CORP,"466, 3RD AVE, BROOKLYN, 11215",3474446055,40.67127748499936,-73.99118602214455
"THE FAST AND THE SERIOUS, INC.","447, 7TH AVE, BROOKLYN, 11215",718 344-2766,40.6630095496814,-73.98480723435176
"UDDIN, MOHAMMED","1317, 41ST ST, BROOKLYN, 11218",718-790-6555,40.63915764270764,-73.98686646826083
UDDIN MOHAMMAD ALA,"511, CORTELYOU RD, BROOKLYN, 11218",3472784615,40.63840894348724,-73.97432054005877
GREEN VIEW CONTRACTING INC,"1308, 42ND ST, BROOKLYN, 11219",347 993-8830,40.638663661617755,-73.98759079603514
"VMLTD, LIMITED","38, TIFFANY PL, BROOKLYN, 11231",718-834-1310,40.68640152009775,-74.00107089781231
SKINNER INTERIORWERX INC.,"410, PRESIDENT ST, BROOKLYN, 11231",718-243-1378,40.67943214089687,-73.99031605749596
"HAMID, MOHAMMED","564, E 4TH ST, BROOKLYN, 11218",7186334118,40.63869742075767,-73.97558152769356
CEL TEL INC.,"228, 7TH AVE, BROOKLYN, 11215",7187244323,40.670098381472116,-73.97891531880585
"ATTARA, PATRICIA &  ATTARA, THERESA","165, PACIFIC ST, BROOKLYN, 11201",9177577792,40.68940414742517,-73.99399621160937
B & D CONSTRUCTION SA INC,"1234, 36TH ST, BROOKLYN, 11218",917-392-2431,40.64296727256563,-73.98575227724626
"5TH AVENUE WOOD WORKS, INC.","295, 9TH ST, BROOKLYN, 11215",347-457-5734,40.66949846743444,-73.98695061395875
CRILSON LLC,"352, 7TH AVE, BROOKLYN, 11215",7184994800,40.666162926151095,-73.98220037399219
ABULLAH AL KAYES HASAN,"533, E 2ND ST, BROOKLYN, 11218",6314648200,40.63849742618578,-73.97741559312212
"EAGLE GROUP CONTRACTORS, INC.","3717, FORT HAMILTON PKWY, BROOKLYN, 11218",347-357-4672,40.643988712133215,-73.98924377759319
"MEDICAL LOGISTICS, INC.","472, COURT ST, BROOKLYN, 11231",718-935-0990,40.67775822125657,-73.9981288756522
"M. SHADATH CONTRACTING, LLC","623, E 5TH ST, BROOKLYN, 11218",7182824352,40.63705301411564,-73.97429944354573
"AWAN, MUHAMMAD S","100, CATON AVE, BROOKLYN, 11218",718-435-5066,40.64730868503752,-73.98011531358515
"JEREZANO, AIDA","1071, 39TH ST, BROOKLYN, 11219",3472181211,40.64367872767166,-73.99133020071733
CATON PARKING LLC,"33, CATON PL, BROOKLYN, 11218",7329058338,40.64925899216338,-73.97393797449506
